[2025-10-01 21:07:38.867300] [0x0000007f9ee9b7c0] [MocapTag] [0x0000150e] [2] Mocap timestamp, Mocap time [s], Mocap position x [m], Mocap position y [m], Mocap position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2025-10-01 21:08:07.815659] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [12828] 1759367287815544, 31.7432, -0.000958032, -0.317905, -0.559836, -0.927834, 0.000365538, 0.00424167, 0.372969, -0.00648533, 0.0317796, 0.527648, 0, -0.100518, 0, 
[2025-10-01 21:08:07.818345] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [12829] 1759367287818199, 31.7459, -0.000958032, -0.317905, -0.559836, -0.927834, 0.000365538, 0.00424167, 0.372969, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:08:07.821185] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [12830] 1759367287821099, 31.7488, -0.000752828, -0.317564, -0.554676, -0.927704, 0.000422933, 0.00448939, 0.37329, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:08:07.825674] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [12832] 1759367287825557, 31.7532, -0.000752828, -0.317564, -0.554676, -0.927704, 0.000422933, 0.00448939, 0.37329, 0.0205204, 0.0341161, 0.516028, 0, 0.0415445, 0.0694871, 
[2025-10-01 21:08:07.828469] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [12833] 1759367287828351, 31.756, -0.000752828, -0.317564, -0.554676, -0.927704, 0.000422933, 0.00448939, 0.37329, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:08:07.831390] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [12834] 1759367287831301, 31.759, -0.000451043, -0.317252, -0.549354, -0.927713, 0.000850513, 0.00355025, 0.373275, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:08:07.834271] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [12836] 1759367287834157, 31.7618, -0.000451043, -0.317252, -0.549354, -0.927713, 0.000850513, 0.00355025, 0.373275, 0.0301785, 0.031176, 0.532175, 0, -0.206167, 0, 
[2025-10-01 21:08:07.837018] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [12837] 1759367287836906, 31.7646, -0.000451043, -0.317252, -0.549354, -0.927713, 0.000850513, 0.00355025, 0.373275, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:08:07.841518] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [12839] 1759367287841463, 31.7692, -0.000451043, -0.317252, -0.549354, -0.927713, 0.000850513, 0.00355025, 0.373275, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:08:07.844283] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [12840] 1759367287844169, 31.7719, -0.000253909, -0.316933, -0.544275, -0.927545, 0.000811389, 0.00378204, 0.373692, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:08:07.847113] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [12841] 1759367287847001, 31.7747, -0.000253909, -0.316933, -0.544275, -0.927545, 0.000811389, 0.00378204, 0.373692, 0.0197133, 0.0319368, 0.507873, 0, 0.0457337, 0.0899851, 
[2025-10-01 21:08:07.850231] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [12842] 1759367287850116, 31.7778, -0.000253909, -0.316933, -0.544275, -0.927545, 0.000811389, 0.00378204, 0.373692, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:08:07.852916] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [12844] 1759367287852798, 31.7805, -0.000167743, -0.316584, -0.538985, -0.927263, 0.00194753, 0.00425965, 0.374381, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:08:07.857598] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [12845] 1759367287857477, 31.7852, -0.000167743, -0.316584, -0.538985, -0.927263, 0.00194753, 0.00425965, 0.374381, 0.00861663, 0.0348968, 0.529036, -0.246954, 0, 0.149661, 
[2025-10-01 21:08:07.860509] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [12846] 1759367287860390, 31.7881, -0.000167743, -0.316584, -0.538985, -0.927263, 0.00194753, 0.00425965, 0.374381, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:08:07.863266] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [12848] 1759367287863141, 31.7908, 3.03841e-05, -0.316267, -0.533932, -0.927156, 0.00174409, 0.00446382, 0.374646, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:08:07.866321] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [12849] 1759367287866199, 31.7939, 3.03841e-05, -0.316267, -0.533932, -0.927156, 0.00174409, 0.00446382, 0.374646, 0.0198127, 0.0316986, 0.505254, 0, 0.0529098, 0.0573277, 
[2025-10-01 21:08:07.869455] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [12850] 1759367287869339, 31.797, 3.03841e-05, -0.316267, -0.533932, -0.927156, 0.00174409, 0.00446382, 0.374646, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:08:07.874057] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [12852] 1759367287873936, 31.8016, 0.000641523, -0.316112, -0.529313, -0.927322, 0.000200013, 0.00490132, 0.374233, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:08:07.876775] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [12853] 1759367287876655, 31.8043, 0.000641523, -0.316112, -0.529313, -0.927322, 0.000200013, 0.00490132, 0.374233, 0.0611139, 0.0154318, 0.461969, 0.25394, 0.197008, -0.0895917, 
[2025-10-01 21:08:07.879792] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [12854] 1759367287879668, 31.8074, 0.000641523, -0.316112, -0.529313, -0.927322, 0.000200013, 0.00490132, 0.374233, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:08:07.882523] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [12855] 1759367287882433, 31.8101, 0.000808449, -0.315948, -0.524402, -0.927198, -6.52121e-05, 0.0056832, 0.374528, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:08:07.885554] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [12857] 1759367287885426, 31.8131, 0.000808449, -0.315948, -0.524402, -0.927198, -6.52121e-05, 0.0056832, 0.374528, 0.0166926, 0.0164187, 0.491125, 0, 0.164732, 0.0643492, 
[2025-10-01 21:08:07.890271] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [12858] 1759367287890147, 31.8178, 0.000808449, -0.315948, -0.524402, -0.927198, -6.52121e-05, 0.0056832, 0.374528, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:08:07.892890] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [12860] 1759367287892763, 31.8205, 0.000948806, -0.315445, -0.519268, -0.926412, 0.000343902, 0.0051643, 0.376476, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:08:07.895672] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [12861] 1759367287895552, 31.8232, 0.000948806, -0.315445, -0.519268, -0.926412, 0.000343902, 0.0051643, 0.376476, 0.0140357, 0.0502896, 0.513346, -0.0389576, -0.127821, 0.420058, 
[2025-10-01 21:08:07.898349] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [12862] 1759367287898195, 31.8259, 0.000948806, -0.315445, -0.519268, -0.926412, 0.000343902, 0.0051643, 0.376476, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:08:07.901071] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [12863] 1759367287900949, 31.8286, 0.00124572, -0.315217, -0.514333, -0.926197, 0.000610556, 0.00539972, 0.377001, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:08:07.905540] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [12865] 1759367287905422, 31.8331, 0.00124572, -0.315217, -0.514333, -0.926197, 0.000610556, 0.00539972, 0.377001, 0.0296916, 0.0228053, 0.493547, -0.067687, 0, 0.113928, 
[2025-10-01 21:08:07.908179] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [12866] 1759367287908063, 31.8358, 0.00124572, -0.315217, -0.514333, -0.926197, 0.000610556, 0.00539972, 0.377001, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:08:07.910960] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [12867] 1759367287910842, 31.8385, 0.00154457, -0.314981, -0.509405, -0.92603, 0.000692841, 0.0056942, 0.377406, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:08:07.913886] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [12869] 1759367287913767, 31.8415, 0.00154457, -0.314981, -0.509405, -0.92603, 0.000692841, 0.0056942, 0.377406, 0.0298851, 0.0236569, 0.492769, -0.0378847, 0.0480997, 0.0877976, 
[2025-10-01 21:08:07.917461] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [12870] 1759367287917349, 31.845, 0.00154457, -0.314981, -0.509405, -0.92603, 0.000692841, 0.0056942, 0.377406, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:08:07.920832] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [12871] 1759367287920715, 31.8484, 0.00154457, -0.314981, -0.509405, -0.92603, 0.000692841, 0.0056942, 0.377406, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:08:07.923401] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [12873] 1759367287923324, 31.851, 0.00184748, -0.31479, -0.504524, -0.925798, 0.00107721, 0.00608586, 0.377968, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:08:07.926277] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [12874] 1759367287926161, 31.8539, 0.00184748, -0.31479, -0.504524, -0.925798, 0.00107721, 0.00608586, 0.377968, 0.0302906, 0.0190513, 0.488067, -0.101399, 0.0431245, 0.122404, 
[2025-10-01 21:08:07.928942] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [12875] 1759367287928827, 31.8565, 0.00184748, -0.31479, -0.504524, -0.925798, 0.00107721, 0.00608586, 0.377968, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:08:07.931766] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [12876] 1759367287931651, 31.8593, 0.00217043, -0.314615, -0.499682, -0.925612, 0.00133295, 0.00646788, 0.378416, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:08:07.934410] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [12878] 1759367287934295, 31.862, 0.00217043, -0.314615, -0.499682, -0.925612, 0.00133295, 0.00646788, 0.378416, 0.0322951, 0.0174725, 0.484274, -0.0767708, 0.0510449, 0.0975788, 
[2025-10-01 21:08:07.937551] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [12879] 1759367287937434, 31.8651, 0.00217043, -0.314615, -0.499682, -0.925612, 0.00133295, 0.00646788, 0.378416, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:08:07.940362] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [12880] 1759367287940243, 31.8679, 0.00217043, -0.314615, -0.499682, -0.925612, 0.00133295, 0.00646788, 0.378416, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:08:07.943054] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [12882] 1759367287942942, 31.8706, 0.00254294, -0.314508, -0.494671, -0.925601, 0.00205598, 0.00579043, 0.378451, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:08:07.945888] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [12883] 1759367287945773, 31.8735, 0.00254294, -0.314508, -0.494671, -0.925601, 0.00205598, 0.00579043, 0.378451, 0.037251, 0.010723, 0.501015, -0.082612, -0.180168, 0, 
[2025-10-01 21:08:07.948628] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [12884] 1759367287948512, 31.8762, 0.00254294, -0.314508, -0.494671, -0.925601, 0.00205598, 0.00579043, 0.378451, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:08:07.952793] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [12886] 1759367287952672, 31.8804, 0.00269477, -0.314393, -0.489949, -0.925511, 0.00206801, 0.00682619, 0.378654, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:08:07.955674] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [12887] 1759367287955551, 31.8832, 0.00269477, -0.314393, -0.489949, -0.925511, 0.00206801, 0.00682619, 0.378654, 0.0151831, 0.0115307, 0.472267, -0.0808716, 0.190633, 0.0454605, 
[2025-10-01 21:08:07.958352] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [12888] 1759367287958186, 31.8859, 0.00269477, -0.314393, -0.489949, -0.925511, 0.00206801, 0.00682619, 0.378654, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:08:07.961083] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [12889] 1759367287960967, 31.8887, 0.00330392, -0.314254, -0.484997, -0.924644, 0.00352471, 0.00803015, 0.38073, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:08:07.963942] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [12891] 1759367287963824, 31.8915, 0.00330392, -0.314254, -0.484997, -0.924644, 0.00352471, 0.00803015, 0.38073, 0.0609146, 0.0138547, 0.495184, -0.363612, 0.10969, 0.452781, 
[2025-10-01 21:08:07.966749] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [12892] 1759367287966639, 31.8943, 0.00330392, -0.314254, -0.484997, -0.924644, 0.00352471, 0.00803015, 0.38073, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:08:07.970473] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [12893] 1759367287970358, 31.898, 0.00330392, -0.314254, -0.484997, -0.924644, 0.00352471, 0.00803015, 0.38073, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:08:07.973040] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [12895] 1759367287972951, 31.9006, 0.00368092, -0.314145, -0.480302, -0.92444, 0.00390197, 0.00845643, 0.381214, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:08:07.975919] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [12896] 1759367287975805, 31.9035, 0.00368092, -0.314145, -0.480302, -0.92444, 0.00390197, 0.00845643, 0.381214, 0.0376998, 0.0109358, 0.469481, -0.102901, 0.0493838, 0.105983, 
[2025-10-01 21:08:07.978654] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [12897] 1759367287978536, 31.9062, 0.00368092, -0.314145, -0.480302, -0.92444, 0.00390197, 0.00845643, 0.381214, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:08:07.981277] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [12898] 1759367287981189, 31.9089, 0.00409062, -0.314041, -0.475661, -0.924239, 0.00424326, 0.00898129, 0.381685, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:08:07.985684] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [12900] 1759367287985567, 31.9133, 0.00409062, -0.314041, -0.475661, -0.924239, 0.00424326, 0.00898129, 0.381685, 0.0409704, 0.0104209, 0.464053, -0.103831, 0.0702663, 0.103623, 
[2025-10-01 21:08:07.988174] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [12901] 1759367287988061, 31.9158, 0.00409062, -0.314041, -0.475661, -0.924239, 0.00424326, 0.00898129, 0.381685, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:08:07.990945] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [12902] 1759367287990858, 31.9185, 0.00409062, -0.314041, -0.475661, -0.924239, 0.00424326, 0.00898129, 0.381685, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:08:07.993588] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [12904] 1759367287993475, 31.9212, 0.00455222, -0.313967, -0.471095, -0.923964, 0.00471647, 0.00922391, 0.38234, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:08:07.996221] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [12905] 1759367287996109, 31.9238, 0.00455222, -0.313967, -0.471095, -0.923964, 0.00471647, 0.00922391, 0.38234, 0.0461601, 0.00734857, 0.456635, -0.106955, 0, 0.142747, 
[2025-10-01 21:08:08.000841] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [12906] 1759367288000757, 31.9284, 0.00455222, -0.313967, -0.471095, -0.923964, 0.00471647, 0.00922391, 0.38234, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:08:08.003394] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [12908] 1759367288003280, 31.931, 0.00497537, -0.313924, -0.466583, -0.923701, 0.00528602, 0.00945624, 0.38296, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:08:08.007421] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [12909] 1759367288007302, 31.935, 0.00497537, -0.313924, -0.466583, -0.923701, 0.00528602, 0.00945624, 0.38296, 0.0423149, 0.0043449, 0.45126, -0.123954, 0, 0.135505, 
[2025-10-01 21:08:08.009024] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [12910] 1759367288008907, 31.9366, 0.00497537, -0.313924, -0.466583, -0.923701, 0.00528602, 0.00945624, 0.38296, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:08:08.011678] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [12911] 1759367288011556, 31.9392, 0.00543282, -0.3139, -0.462085, -0.923493, 0.0059472, 0.00990827, 0.383441, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:08:08.014567] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [12913] 1759367288014452, 31.9421, 0.00543282, -0.3139, -0.462085, -0.923493, 0.0059472, 0.00990827, 0.383441, 0.0457444, 0.00240043, 0.449798, -0.157499, 0, 0.106323, 
[2025-10-01 21:08:08.017230] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [12914] 1759367288017119, 31.9448, 0.00543282, -0.3139, -0.462085, -0.923493, 0.0059472, 0.00990827, 0.383441, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:08:08.020201] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [12915] 1759367288020084, 31.9478, 0.00543282, -0.3139, -0.462085, -0.923493, 0.0059472, 0.00990827, 0.383441, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:08:08.022745] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [12917] 1759367288022673, 31.9504, 0.00588805, -0.31391, -0.457659, -0.923279, 0.00646704, 0.0101974, 0.38394, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:08:08.025679] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [12918] 1759367288025563, 31.9533, 0.00588805, -0.31391, -0.457659, -0.923279, 0.00646704, 0.0101974, 0.38394, 0.0455235, 0, 0.442508, -0.118971, 0, 0.109398, 
[2025-10-01 21:08:08.028178] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [12919] 1759367288028061, 31.9558, 0.00588805, -0.31391, -0.457659, -0.923279, 0.00646704, 0.0101974, 0.38394, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:08:08.032493] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [12921] 1759367288032435, 31.9601, 0.00467334, -0.312857, -0.452732, -0.924768, 0.00813807, 0.0115553, 0.380268, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:08:08.035509] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [12922] 1759367288035394, 31.9631, 0.00467334, -0.312857, -0.452732, -0.924768, 0.00813807, 0.0115553, 0.380268, -0.121471, 0.105252, 0.492787, -0.406957, 0.131871, -0.788134, 
[2025-10-01 21:08:08.038039] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [12923] 1759367288037924, 31.9656, 0.00467334, -0.312857, -0.452732, -0.924768, 0.00813807, 0.0115553, 0.380268, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:08:08.041183] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [12924] 1759367288041096, 31.9688, 0.00467334, -0.312857, -0.452732, -0.924768, 0.00813807, 0.0115553, 0.380268, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:08:08.044184] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [12926] 1759367288044072, 31.9718, 0.00522417, -0.312931, -0.448461, -0.924519, 0.00888682, 0.0118898, 0.380846, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:08:08.048201] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [12927] 1759367288048085, 31.9758, 0.00522417, -0.312931, -0.448461, -0.924519, 0.00888682, 0.0118898, 0.380846, 0.0550827, -0.00741056, 0.427036, -0.164938, 0, 0.127107, 
[2025-10-01 21:08:08.051059] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [12928] 1759367288050974, 31.9787, 0.00522417, -0.312931, -0.448461, -0.924519, 0.00888682, 0.0118898, 0.380846, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:08:08.053697] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [12930] 1759367288053582, 31.9813, 0.00591476, -0.313139, -0.444218, -0.924208, 0.00969208, 0.0121908, 0.381572, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:08:08.056352] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [12931] 1759367288056241, 31.9839, 0.00591476, -0.313139, -0.444218, -0.924208, 0.00969208, 0.0121908, 0.381572, 0.0690595, -0.0207855, 0.424306, -0.173068, 0, 0.159204, 
[2025-10-01 21:08:08.060484] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [12932] 1759367288060365, 31.9881, 0.00591476, -0.313139, -0.444218, -0.924208, 0.00969208, 0.0121908, 0.381572, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:08:08.063280] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [12934] 1759367288063168, 31.9909, 0.00648162, -0.313152, -0.440182, -0.923956, 0.010413, 0.0119554, 0.382171, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:08:08.066158] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [12935] 1759367288066039, 31.9937, 0.00648162, -0.313152, -0.440182, -0.923956, 0.010413, 0.0119554, 0.382171, 0.056686, 0, 0.403623, -0.116205, -0.100399, 0.129455, 
[2025-10-01 21:08:08.070234] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [12936] 1759367288070118, 31.9978, 0.00648162, -0.313152, -0.440182, -0.923956, 0.010413, 0.0119554, 0.382171, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:08:08.071662] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [12938] 1759367288071543, 31.9992, 0.00789476, -0.315493, -0.437631, -0.926613, 0.0133531, 0.0173159, 0.375381, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:08:08.074421] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [12939] 1759367288074306, 32.002, 0.00789476, -0.315493, -0.437631, -0.926613, 0.0133531, 0.0173159, 0.375381, 0.141314, -0.234056, 0.255046, -0.937772, 0.793322, -1.43666, 
[2025-10-01 21:08:08.078888] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [12940] 1759367288078774, 32.0065, 0.00789476, -0.315493, -0.437631, -0.926613, 0.0133531, 0.0173159, 0.375381, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:08:08.081438] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [12941] 1759367288081343, 32.009, 0.00828053, -0.315536, -0.433645, -0.926515, 0.0139275, 0.0168776, 0.375621, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:08:08.084180] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [12943] 1759367288084065, 32.0118, 0.00828053, -0.315536, -0.433645, -0.926515, 0.0139275, 0.0168776, 0.375621, 0.0385771, -0.00433095, 0.398663, -0.074029, -0.125377, 0.0502884, 
[2025-10-01 21:08:08.086968] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [12944] 1759367288086847, 32.0145, 0.00828053, -0.315536, -0.433645, -0.926515, 0.0139275, 0.0168776, 0.375621, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:08:08.089722] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [12945] 1759367288089608, 32.0173, 0.00828053, -0.315536, -0.433645, -0.926515, 0.0139275, 0.0168776, 0.375621, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:08:08.092308] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [12947] 1759367288092200, 32.0199, 0.00879581, -0.315626, -0.429684, -0.926225, 0.0141966, 0.0165557, 0.376339, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:08:08.095311] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [12948] 1759367288095188, 32.0229, 0.00879581, -0.315626, -0.429684, -0.926225, 0.0141966, 0.0165557, 0.376339, 0.0515278, -0.00895847, 0.396111, 0, -0.0828851, 0.153458, 
[2025-10-01 21:08:08.097960] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [12949] 1759367288097841, 32.0255, 0.00879581, -0.315626, -0.429684, -0.926225, 0.0141966, 0.0165557, 0.376339, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:08:08.100705] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [12950] 1759367288100589, 32.0283, 0.00879581, -0.315626, -0.429684, -0.926225, 0.0141966, 0.0165557, 0.376339, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:08:08.103375] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [12952] 1759367288103261, 32.031, 0.00939062, -0.315796, -0.425839, -0.925922, 0.0145473, 0.0162231, 0.377085, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:08:08.105980] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [12953] 1759367288105869, 32.0336, 0.00939062, -0.315796, -0.425839, -0.925922, 0.0145473, 0.0162231, 0.377085, 0.0594808, -0.0170379, 0.384522, -0.0414371, -0.0911755, 0.159645, 
[2025-10-01 21:08:08.110329] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [12954] 1759367288110212, 32.0379, 0.00939062, -0.315796, -0.425839, -0.925922, 0.0145473, 0.0162231, 0.377085, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:08:08.114269] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [12956] 1759367288114154, 32.0418, 0.00996522, -0.316023, -0.422043, -0.925587, 0.0149518, 0.0161106, 0.377895, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:08:08.115932] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [12957] 1759367288115813, 32.0435, 0.00996522, -0.316023, -0.422043, -0.925587, 0.0149518, 0.0161106, 0.377895, 0.0574602, -0.0226553, 0.379517, -0.0680685, -0.0548445, 0.175035, 
[2025-10-01 21:08:08.118607] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [12958] 1759367288118491, 32.0462, 0.00996522, -0.316023, -0.422043, -0.925587, 0.0149518, 0.0161106, 0.377895, 0, 0, 0, 0, 0, 0, 
